Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Inflight entertainment,On-board service,Leg room service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
4,5,4,2,4,2,3,4,4,0,0,Not churn
5,2,2,5,5,5,4,2,2,0,0,Not churn
0,0,0,5,5,5,1,4,3,0,1,Not churn
4,4,4,4,4,2,2,2,2,20,30,Not churn
1,1,1,2,4,4,4,4,4,12,2,Not churn
1,1,1,1,1,1,1,4,3,3,0,Churn
2,0,2,5,2,5,2,5,5,0,5,Churn
4,0,4,5,4,5,4,2,4,75,61,Churn
3,2,2,3,3,3,2,3,4,0,0,Churn
1,1,1,5,4,5,5,5,5,80,103,Not churn
4,3,3,4,4,4,2,2,4,0,0,Not churn
2,2,2,4,4,4,5,5,4,0,0,Not churn
3,4,3,1,3,1,1,1,4,3,0,Churn
2,2,2,5,4,3,3,2,3,87,79,Churn
2,4,4,3,4,2,2,2,2,0,0,Churn
2,1,1,2,3,2,2,2,2,5,0,Churn
4,2,5,3,5,3,1,1,4,0,5,Not churn
3,3,3,3,4,3,3,3,3,0,0,Churn
3,4,3,2,3,2,5,2,5,68,77,Churn
4,4,4,4,1,5,5,4,5,0,0,Not churn
3,5,5,3,3,3,3,3,3,42,34,Churn
2,2,2,3,3,2,2,1,2,0,0,Churn
2,2,2,2,2,2,3,4,5,0,0,Churn
2,2,2,3,4,4,4,4,4,18,6,Not churn
2,2,2,3,2,3,4,3,3,129,122,Churn
3,3,3,4,4,4,4,4,4,0,0,Not churn
3,3,3,4,4,5,5,5,5,0,0,Not churn
5,5,5,2,5,4,4,4,4,45,44,Not churn
4,4,4,1,4,1,4,3,4,0,0,Not churn
3,1,1,4,3,3,3,2,3,100,80,Churn
5,5,5,4,4,5,5,5,5,39,43,Not churn
4,1,4,4,3,1,1,4,1,0,0,Churn
2,2,2,5,5,5,5,2,5,0,0,Not churn
3,2,2,4,2,4,3,3,4,0,31,Churn
2,4,2,5,2,5,4,4,5,0,0,Churn
2,5,5,2,2,2,4,1,2,96,80,Churn
2,5,5,2,3,2,2,3,3,0,23,Churn
2,2,2,1,3,2,2,2,2,9,24,Churn
2,3,5,1,2,3,1,4,4,0,12,Churn
3,4,3,2,3,2,1,5,3,0,0,Churn
2,2,2,2,5,4,4,4,4,12,8,Not churn
1,5,1,5,1,5,4,3,5,0,0,Churn
2,3,3,5,3,2,2,2,2,0,0,Churn
3,4,2,3,4,3,3,3,3,0,0,Churn
4,4,4,5,5,5,5,2,5,0,0,Not churn
1,1,1,1,1,1,5,3,4,0,6,Churn
4,4,4,1,4,4,4,4,4,23,22,Not churn
4,5,4,4,4,4,3,4,4,0,3,Churn
4,5,4,2,4,2,3,4,4,0,0,Not churn
1,1,1,5,3,5,5,4,5,0,0,Not churn
1,1,1,2,5,5,5,5,5,0,0,Not churn
2,2,2,5,2,5,1,3,3,0,1,Churn
1,1,1,3,5,4,4,4,4,36,27,Not churn
1,2,1,5,1,5,2,5,3,0,1,Churn
1,5,1,5,1,5,4,3,4,14,6,Churn
4,4,4,5,4,5,5,4,2,3,0,Not churn
3,4,3,3,3,3,1,4,4,0,0,Churn
3,3,3,1,3,1,3,2,4,0,0,Churn
2,5,2,5,2,5,3,5,4,0,0,Churn
1,5,1,1,1,2,2,1,2,7,0,Churn
5,5,5,3,4,3,4,3,5,1,0,Not churn
2,2,2,3,5,4,4,4,4,98,84,Not churn
4,4,4,3,4,3,5,5,4,19,4,Churn
2,3,2,5,2,5,1,1,3,0,0,Churn
3,0,3,1,3,1,5,5,5,0,0,Churn
3,3,3,1,3,1,4,1,2,25,24,Churn
4,1,4,4,4,4,4,4,1,0,0,Not churn
2,2,2,3,2,3,4,5,3,15,35,Churn
3,3,3,4,4,4,5,3,5,0,0,Not churn
1,1,1,4,5,4,4,4,4,0,5,Not churn
2,5,2,4,2,4,2,1,5,1,5,Churn
4,4,4,4,4,4,5,2,4,0,0,Not churn
1,5,1,1,1,1,3,3,4,0,0,Churn
3,3,3,1,3,1,1,3,3,29,13,Churn
2,2,2,2,2,2,4,1,4,4,6,Churn
3,3,3,2,3,2,1,3,3,0,0,Churn
5,5,5,3,4,4,4,4,4,50,21,Not churn
1,2,2,3,4,1,1,1,1,0,0,Churn
2,2,2,2,3,2,2,2,2,0,0,Churn
3,3,3,1,3,1,3,2,3,56,54,Churn
2,5,2,2,2,2,3,3,5,0,0,Churn
3,5,3,5,3,5,4,3,5,7,23,Churn
1,1,1,2,1,2,2,2,3,2,0,Churn
4,4,4,3,4,4,4,4,4,0,0,Not churn
0,4,0,2,4,3,3,3,3,0,3,Not churn
4,4,4,4,4,5,5,5,5,44,30,Not churn
4,0,4,5,4,5,5,5,4,69,64,Churn
5,5,5,2,5,5,5,5,5,13,5,Not churn
4,3,3,4,3,4,1,2,3,0,0,Churn
4,4,4,4,2,5,5,5,5,0,0,Not churn
3,0,3,4,3,4,4,2,4,3,5,Churn
4,3,3,4,4,4,4,4,3,0,0,Not churn
3,3,3,5,5,5,5,5,5,0,0,Not churn
5,4,5,3,5,3,3,4,3,8,1,Not churn
4,4,4,5,5,4,4,4,4,32,32,Not churn
2,2,2,3,2,3,3,2,4,0,0,Churn
1,0,1,5,1,5,4,5,2,0,0,Churn
5,5,5,3,3,3,2,2,2,88,73,Not churn
2,5,2,4,2,4,5,5,5,0,0,Churn
3,4,3,2,3,2,4,5,5,0,0,Churn
4,4,4,2,4,2,4,4,5,0,0,Not churn
2,3,3,3,4,2,2,2,2,24,13,Churn
4,3,3,4,4,4,1,1,4,0,19,Not churn
5,3,5,3,3,1,1,5,1,0,0,Not churn
3,3,3,5,5,3,2,5,2,146,171,Not churn
5,5,5,4,5,5,5,5,5,0,0,Not churn
3,3,3,4,5,4,4,4,4,0,0,Not churn
5,5,3,5,5,5,3,4,4,20,16,Not churn
3,4,4,3,3,2,2,3,1,23,0,Churn
1,1,1,4,4,4,3,4,5,0,0,Not churn
2,2,2,2,5,3,3,2,3,0,0,Not churn
5,4,5,3,5,3,3,5,5,0,0,Not churn
3,1,3,3,3,3,4,3,4,0,0,Churn
2,2,2,2,5,3,3,3,3,6,0,Not churn
2,2,2,1,2,1,3,4,4,0,0,Churn
4,4,4,2,5,3,3,3,3,5,11,Not churn
2,2,2,2,2,2,4,4,5,0,0,Churn
0,0,0,2,0,2,1,5,5,0,0,Not churn
2,0,3,2,3,2,3,3,4,0,3,Churn
4,4,2,5,1,4,4,4,4,0,0,Not churn
1,1,1,2,4,5,5,5,5,118,109,Not churn
5,5,5,2,5,4,4,4,4,22,23,Not churn
5,5,5,3,2,4,4,4,4,0,0,Not churn
2,1,1,2,2,2,1,4,3,0,6,Churn
2,2,2,2,2,2,2,2,2,0,0,Churn
1,1,1,5,4,5,5,5,5,0,0,Not churn
2,2,2,5,3,5,5,5,5,10,0,Not churn
4,4,4,4,4,4,3,5,5,0,0,Not churn
5,5,2,5,4,3,3,5,3,27,22,Not churn
1,1,1,2,1,2,3,5,3,54,56,Churn
4,4,4,2,2,4,5,4,2,0,7,Not churn
2,2,2,5,5,4,4,4,4,60,58,Not churn
3,3,3,2,5,4,4,4,4,0,0,Not churn
1,1,1,5,4,5,5,5,5,5,0,Not churn
1,1,1,5,3,5,5,5,5,8,0,Not churn
5,4,5,4,5,4,5,2,5,52,38,Not churn
5,5,5,4,1,5,5,5,5,0,7,Not churn
4,4,2,5,3,4,4,4,4,100,94,Churn
3,5,5,3,3,3,4,1,4,130,115,Churn
1,5,1,3,1,3,5,5,4,0,21,Churn
2,4,4,2,2,2,4,1,4,5,87,Churn
2,2,2,3,4,5,5,5,5,0,0,Not churn
2,2,2,4,4,3,2,4,5,222,221,Not churn
3,4,3,2,3,2,1,3,4,0,0,Churn
3,3,3,2,5,3,3,3,3,0,0,Not churn
1,1,1,2,4,5,5,5,5,0,0,Not churn
1,2,1,1,1,1,2,3,4,0,0,Churn
3,2,3,5,3,5,4,5,4,4,4,Churn
1,5,1,4,1,4,5,1,3,0,3,Churn
4,4,1,5,5,4,4,4,4,28,40,Not churn
1,3,3,1,1,1,3,3,4,10,6,Churn
4,4,4,5,4,5,4,5,5,0,0,Churn
4,4,4,3,5,5,5,5,5,0,0,Not churn
1,0,0,3,2,4,4,1,4,0,0,Churn
5,1,1,5,5,5,2,1,3,37,34,Not churn
3,5,3,4,3,4,2,4,5,0,0,Churn
1,4,1,3,1,3,4,4,5,0,0,Churn
2,3,5,2,2,2,2,2,3,0,0,Churn
5,5,5,4,4,5,5,5,5,0,0,Not churn
1,1,1,2,1,2,2,2,1,15,0,Churn
2,1,2,2,2,2,2,2,4,0,0,Churn
2,4,2,5,2,5,5,5,5,0,0,Churn
5,5,5,4,3,4,4,5,4,0,0,Not churn
5,4,5,4,5,5,5,5,5,7,17,Not churn
3,3,3,2,3,2,4,2,4,0,0,Churn
4,3,3,4,4,4,5,3,2,0,0,Not churn
3,3,3,4,4,5,5,5,5,0,0,Not churn
1,1,1,4,4,4,4,4,4,2,1,Not churn
2,2,2,4,2,4,2,5,3,0,0,Churn
4,2,2,4,3,4,4,4,4,8,7,Not churn
5,5,5,4,4,4,4,4,4,0,0,Not churn
5,5,5,3,3,4,4,4,4,0,0,Not churn
3,0,3,5,3,5,5,2,4,5,5,Churn
1,5,3,4,3,4,3,3,2,52,54,Churn
4,4,4,3,4,3,4,2,3,0,5,Churn
4,4,4,5,4,4,4,4,4,12,7,Not churn
2,4,2,3,2,3,5,4,4,0,0,Churn
4,4,4,5,4,5,5,5,5,0,0,Churn
2,3,2,1,2,1,4,3,3,0,0,Churn
5,5,5,4,4,5,5,5,5,18,19,Not churn
4,4,4,3,4,3,4,5,5,0,0,Churn
3,5,3,2,3,2,3,2,4,0,4,Churn
3,3,3,1,3,1,4,2,3,44,62,Churn
1,2,1,3,1,3,4,2,2,0,0,Churn
1,1,1,1,1,1,1,2,3,0,0,Churn
1,2,2,4,3,1,1,1,1,0,9,Churn
2,1,2,5,4,4,4,4,4,19,42,Not churn
4,2,4,5,5,4,4,4,4,0,0,Not churn
4,4,4,4,5,5,3,4,4,167,139,Not churn
4,2,2,4,5,4,2,1,5,0,0,Not churn
2,4,2,2,2,2,1,5,3,0,0,Churn
2,2,2,1,2,1,1,5,4,24,15,Churn
3,1,3,3,4,4,4,3,4,0,0,Churn
1,1,1,4,4,5,5,5,5,1,0,Not churn
4,5,4,1,4,1,5,2,4,0,0,Not churn
3,5,3,3,3,3,3,3,5,53,58,Churn
2,2,2,3,2,3,1,3,4,0,12,Churn
3,3,3,3,1,4,5,3,1,142,129,Churn
3,4,3,1,3,1,4,3,4,15,16,Churn
5,5,5,3,5,4,4,4,4,24,17,Not churn
4,1,1,2,3,4,4,4,4,0,0,Churn
1,2,4,1,1,1,4,4,3,0,0,Churn
1,1,1,4,4,4,5,5,4,0,0,Not churn
4,2,2,4,4,4,2,1,3,0,0,Not churn
3,5,2,2,5,3,3,2,3,0,0,Churn
2,2,2,2,5,3,1,3,5,0,0,Churn
1,1,1,2,3,2,2,2,2,2,0,Not churn
1,5,2,2,4,5,5,2,5,7,6,Churn
2,2,2,4,5,4,4,4,4,29,17,Not churn
2,3,2,2,2,2,4,1,5,25,13,Churn
2,3,2,2,2,2,1,2,4,0,0,Churn
3,3,2,3,4,2,2,2,2,0,0,Not churn
5,5,5,4,4,5,5,5,5,0,0,Not churn
1,5,1,5,5,5,4,5,5,31,29,Not churn
5,4,5,1,5,1,3,5,5,0,4,Not churn
1,1,1,5,5,3,3,4,5,16,18,Not churn
2,2,2,5,4,4,4,4,4,0,6,Not churn
3,5,3,4,3,4,4,1,5,0,0,Churn
4,4,4,4,5,4,4,4,4,1,0,Not churn
4,2,2,4,4,4,3,1,5,18,8,Not churn
2,2,2,4,5,4,4,4,4,59,52,Not churn
0,0,0,4,5,2,2,2,2,0,0,Not churn
3,3,3,5,5,4,4,4,4,0,2,Not churn
4,4,4,5,4,5,3,5,2,0,46,Churn
2,3,3,1,1,2,2,2,2,0,6,Churn
3,3,2,3,4,4,4,4,4,0,0,Not churn
3,4,2,3,2,3,3,3,4,0,0,Churn
3,5,3,4,3,4,4,5,5,7,0,Churn
3,3,3,4,2,5,5,3,5,0,0,Churn
2,5,2,5,2,5,2,3,3,0,0,Churn
5,1,3,2,3,5,5,4,5,0,0,Churn
4,4,4,4,4,4,5,4,4,9,3,Not churn
0,5,0,2,0,2,4,3,5,0,0,Not churn
2,5,2,3,2,3,5,5,5,0,0,Churn
2,2,2,4,4,1,4,5,1,67,82,Not churn
3,3,2,1,1,4,4,5,4,0,0,Not churn
1,5,1,1,1,5,4,5,5,170,155,Churn
3,3,3,1,3,1,4,4,3,0,0,Churn
0,0,0,5,4,3,3,3,3,51,45,Not churn
2,2,2,5,2,5,5,2,5,0,0,Churn
4,4,4,5,4,5,3,3,4,0,0,Churn
1,0,1,5,1,5,3,4,4,0,0,Churn
5,5,5,3,5,3,5,3,5,0,0,Not churn
3,3,3,4,3,4,3,2,2,0,0,Churn
2,2,5,3,4,5,5,5,5,32,30,Not churn
1,1,1,4,1,4,2,5,3,0,0,Churn
1,1,1,5,1,4,4,4,4,0,0,Not churn
3,3,3,4,4,5,5,5,5,32,34,Not churn
4,2,4,5,4,5,1,3,3,8,6,Churn
3,3,3,4,3,4,5,3,1,0,0,Churn
1,2,1,3,4,4,4,4,4,0,0,Not churn
5,5,5,2,5,5,5,4,5,0,0,Not churn
3,3,3,2,3,2,3,4,1,0,20,Churn
2,2,2,5,2,5,4,2,4,0,0,Churn
2,5,5,3,2,3,2,4,4,0,0,Churn
5,4,0,4,4,3,3,0,3,50,41,Not churn
1,1,1,4,1,4,5,3,4,0,10,Churn
3,2,2,2,4,3,3,3,3,2,0,Churn
3,3,3,2,4,4,4,4,4,0,0,Not churn
3,1,1,3,3,3,1,3,3,28,32,Churn
4,2,3,2,4,4,4,3,4,0,3,Churn
1,2,0,5,0,5,2,4,3,0,0,Churn
5,5,4,2,5,5,5,5,5,0,0,Not churn
3,3,3,3,3,4,4,4,4,7,0,Not churn
3,3,2,1,4,4,4,2,4,30,14,Churn
2,5,5,4,2,2,2,2,2,24,15,Churn
1,3,1,1,1,1,3,3,4,0,8,Churn
3,5,3,5,3,5,3,3,4,0,0,Churn
4,5,4,4,4,4,2,1,1,15,32,Churn
4,4,4,2,4,2,1,3,3,90,76,Churn
1,2,3,1,1,1,4,4,4,0,0,Churn
1,1,1,1,1,1,1,2,3,61,67,Churn
1,4,1,5,4,4,4,1,4,58,39,Churn
4,4,4,4,4,4,3,3,5,0,0,Not churn
1,3,0,4,0,4,2,2,2,44,48,Churn
2,2,2,1,5,5,5,5,5,11,0,Not churn
4,4,4,3,5,5,5,5,5,0,0,Not churn
1,1,1,1,3,1,1,3,3,155,138,Churn
2,2,2,4,2,4,2,2,3,109,100,Churn
5,5,5,4,4,4,5,5,5,202,207,Not churn
1,4,4,1,1,2,1,3,1,951,940,Churn
1,4,1,2,1,2,5,3,4,0,0,Churn
1,3,1,4,1,4,5,5,4,0,0,Churn
3,2,3,4,3,4,4,3,4,0,0,Churn
2,1,2,3,2,3,2,4,3,0,0,Churn
2,5,2,4,2,4,4,5,5,0,0,Churn
1,3,3,2,3,1,1,1,1,2,6,Churn
5,4,5,3,5,3,4,4,4,17,7,Not churn
4,5,4,4,4,4,3,4,5,0,0,Not churn
2,4,2,3,2,3,1,1,4,0,0,Churn
4,4,4,3,5,4,4,4,4,23,40,Churn
3,2,2,4,4,3,3,3,3,28,34,Churn
2,2,2,5,4,5,5,5,5,9,0,Not churn
4,3,4,4,4,4,5,5,3,0,0,Churn
4,4,5,5,5,5,4,3,5,0,0,Not churn
2,5,2,4,2,4,3,4,4,71,69,Churn
3,5,3,3,3,3,4,3,4,0,0,Churn
2,2,2,5,4,4,4,4,4,0,0,Not churn
5,3,3,5,5,5,2,5,1,0,0,Not churn
5,5,5,4,5,4,1,1,1,9,0,Not churn
1,5,5,3,2,1,1,1,1,0,0,Churn
3,3,3,4,3,4,2,2,4,0,0,Churn
3,3,3,3,2,2,4,4,1,0,18,Churn
3,3,3,3,3,1,3,3,4,3,72,Churn
1,1,1,2,1,2,2,4,3,0,0,Churn
4,2,4,3,4,3,2,3,4,0,0,Churn
2,2,2,2,4,5,5,5,5,12,11,Not churn
5,0,5,4,5,4,5,4,4,0,0,Not churn
3,3,3,4,3,4,1,5,4,19,19,Churn
4,4,4,4,4,4,4,4,4,44,35,Not churn
4,2,2,4,4,4,2,4,1,0,0,Churn
3,3,3,2,3,2,3,2,4,0,0,Churn
3,3,3,3,3,3,3,3,4,4,0,Churn
2,3,2,1,2,1,4,1,4,0,0,Churn
3,4,3,3,3,3,3,4,5,0,9,Churn
2,3,2,5,2,2,2,2,2,0,0,Churn
4,5,4,3,5,5,5,4,5,0,0,Churn
1,1,1,4,4,2,2,2,2,14,0,Not churn
4,4,4,4,4,4,4,2,3,0,17,Churn
1,4,1,4,1,4,5,2,5,0,0,Churn
2,2,2,5,5,5,3,3,5,0,0,Not churn
1,1,1,1,1,1,1,2,4,16,14,Churn
3,3,3,5,3,3,3,3,3,19,13,Churn
1,1,1,4,4,4,4,4,4,11,13,Not churn
4,3,3,1,4,4,4,4,4,7,0,Not churn
1,3,3,1,1,1,2,4,4,214,201,Churn
0,1,0,1,0,1,4,4,4,0,0,Not churn
1,5,1,4,1,4,2,1,3,15,27,Churn
3,4,3,4,4,5,5,5,5,0,0,Not churn
1,2,4,1,1,1,2,1,4,33,49,Churn
5,5,5,5,5,5,2,2,5,0,0,Not churn
2,2,3,3,1,1,3,3,1,0,0,Churn
1,1,4,4,5,4,4,4,4,0,0,Not churn
2,3,2,1,2,1,3,5,2,33,21,Churn
1,0,1,2,1,2,2,5,5,0,0,Churn
3,2,3,1,3,1,3,1,3,0,0,Churn
2,3,3,4,2,2,2,2,2,14,20,Churn
2,5,2,4,2,4,1,2,3,0,0,Churn
3,3,3,5,3,5,3,5,4,0,0,Churn
3,3,3,3,5,5,5,5,5,28,25,Not churn
5,3,2,4,5,4,2,3,1,0,0,Not churn
5,5,5,2,5,4,4,4,4,0,0,Not churn
4,4,4,2,4,4,4,4,4,0,0,Not churn
3,1,3,4,3,4,2,4,3,0,0,Churn
4,0,4,3,4,3,3,5,4,17,10,Not churn
4,2,4,4,4,4,2,2,2,0,9,Churn
3,2,2,3,3,3,3,4,3,21,15,Churn
4,1,1,4,3,4,4,4,4,32,16,Churn
3,4,4,3,2,3,3,3,3,0,0,Churn
2,3,3,2,2,2,2,2,3,1,18,Churn
1,1,1,2,5,4,4,4,4,0,0,Not churn
1,1,1,2,5,4,4,5,4,0,0,Not churn
3,3,3,4,5,3,3,4,3,0,0,Not churn
4,4,4,4,4,3,3,3,3,0,0,Not churn
4,4,3,5,5,4,4,4,4,0,0,Not churn
3,0,3,3,3,3,5,2,4,0,0,Churn
4,4,4,5,4,4,4,4,4,0,0,Not churn
2,0,2,4,2,4,4,4,4,2,0,Churn
4,0,4,3,4,3,5,3,4,21,83,Not churn
2,1,1,2,2,2,2,5,3,16,19,Churn
4,4,4,5,4,5,4,3,5,0,0,Churn
3,2,2,3,3,3,5,4,3,0,0,Not churn
2,2,2,3,2,3,2,4,3,63,56,Churn
5,5,2,3,5,4,4,4,4,0,0,Not churn
2,5,5,2,2,2,2,1,4,0,0,Churn
4,4,4,4,4,4,3,5,1,0,0,Churn
5,0,5,2,5,2,4,5,5,0,0,Not churn
2,1,2,1,2,1,4,4,3,55,54,Churn
3,3,3,4,5,5,5,5,5,0,0,Not churn
3,5,2,2,5,5,5,2,5,0,0,Churn
5,5,3,5,5,5,3,4,4,0,11,Not churn
5,5,3,5,5,5,3,3,5,0,0,Not churn
4,5,4,3,4,3,4,2,4,40,45,Churn
3,4,3,5,3,5,1,4,3,6,0,Churn
3,5,3,5,3,5,4,2,5,0,0,Churn
3,5,3,1,3,1,5,3,5,51,55,Churn
5,5,5,5,5,5,2,2,2,107,98,Not churn
2,2,2,1,2,1,2,4,3,31,13,Churn
4,3,4,5,4,5,4,2,1,0,0,Churn
2,5,5,1,3,2,2,2,2,0,0,Churn
2,4,2,5,2,5,4,4,4,0,0,Churn
3,2,3,1,3,1,1,5,4,25,14,Churn
5,5,5,5,5,5,5,3,5,0,0,Not churn
4,5,4,2,5,2,2,4,2,0,0,Not churn
5,5,5,5,4,5,5,5,5,8,0,Not churn
2,2,2,2,2,2,2,5,3,0,20,Churn
2,3,2,3,2,3,2,5,4,0,0,Churn
5,5,5,5,5,4,4,5,4,1,0,Not churn
2,2,2,4,2,4,4,4,4,0,0,Churn
4,2,4,1,4,1,2,3,4,0,0,Churn
1,1,1,5,5,4,4,4,4,12,19,Not churn
4,4,4,5,5,5,5,4,5,13,0,Not churn
2,1,2,4,2,4,4,3,3,15,5,Churn
4,4,4,2,5,4,4,4,4,0,0,Not churn
4,2,2,1,2,4,4,4,4,3,0,Churn
3,1,3,3,3,3,4,4,4,0,0,Churn
4,4,4,2,4,2,4,3,4,0,19,Not churn
4,5,4,1,4,1,3,4,5,0,0,Not churn
1,0,1,2,1,2,5,5,1,0,0,Churn
4,4,4,2,4,2,5,5,4,57,54,Not churn
3,0,2,3,2,3,5,2,4,0,6,Churn
2,3,3,2,2,2,3,2,4,0,0,Churn
3,5,3,1,3,1,3,4,4,21,11,Churn
2,2,2,2,5,5,5,5,5,13,0,Not churn
2,2,2,3,2,3,4,4,5,0,0,Churn
3,3,3,3,5,4,4,4,4,0,0,Not churn
3,2,3,4,3,4,2,3,3,0,0,Churn
4,4,4,2,5,5,5,4,5,4,5,Not churn
3,4,4,3,4,3,5,5,5,3,0,Churn
0,2,0,1,0,1,3,3,2,0,0,Not churn
1,4,3,1,4,2,2,2,2,0,0,Churn
2,4,3,4,3,4,5,5,4,5,0,Churn
2,1,1,1,4,2,2,2,2,0,0,Churn
1,5,1,1,1,1,3,5,5,55,73,Churn
5,5,5,5,4,4,4,4,4,0,0,Not churn
4,4,4,4,4,3,3,2,3,0,5,Not churn
5,1,5,3,5,3,2,1,4,0,0,Not churn
1,5,1,4,4,2,2,1,2,0,0,Churn
2,4,4,5,2,2,2,2,2,29,15,Churn
2,2,2,5,5,5,5,5,5,0,0,Not churn
2,5,2,2,2,2,3,5,4,0,27,Churn
1,5,1,4,1,4,4,4,4,0,2,Churn
4,0,4,4,1,3,5,3,4,209,194,Not churn
2,3,2,1,2,1,3,4,4,32,18,Churn
2,1,2,1,2,1,4,4,4,0,0,Churn
4,4,4,2,5,5,5,4,5,16,1,Not churn
2,2,2,4,4,4,4,2,4,12,0,Churn
2,2,2,5,5,3,3,3,3,7,6,Not churn
3,4,3,1,3,1,2,1,2,0,0,Churn
4,4,4,5,5,5,5,4,5,107,97,Not churn
1,4,1,1,1,1,4,5,4,28,27,Churn
3,2,4,5,4,5,1,5,3,10,0,Churn
1,2,0,5,0,5,4,1,4,14,0,Churn
3,4,3,4,4,4,4,3,4,0,0,Churn
5,5,5,3,5,3,5,4,4,42,34,Not churn
2,2,2,3,4,2,2,2,2,20,17,Churn
4,4,4,4,5,3,3,2,3,16,22,Not churn
0,3,0,1,3,1,5,4,4,42,22,Not churn
1,1,1,2,4,4,4,4,4,9,0,Not churn
5,5,5,4,5,4,4,4,4,68,66,Not churn
1,5,1,3,1,3,3,5,5,11,16,Churn
3,0,3,1,3,1,3,1,4,49,98,Churn
2,5,3,3,1,5,5,3,4,90,140,Churn
1,1,1,2,3,4,4,4,4,0,1,Not churn
3,2,2,3,3,3,1,3,3,0,0,Churn
4,4,4,4,4,4,1,5,3,0,0,Churn
1,5,5,1,4,1,1,1,1,0,0,Churn
2,2,2,4,4,2,2,2,2,11,12,Churn
4,4,4,5,5,5,5,4,5,37,77,Not churn
5,3,3,5,5,5,2,2,2,0,1,Not churn
4,4,4,3,5,4,4,4,4,0,0,Not churn
4,5,4,3,4,4,4,4,4,2,19,Not churn
2,5,2,4,2,4,5,3,5,0,0,Churn
2,4,4,5,4,1,1,2,1,0,0,Churn
1,5,0,3,5,1,1,0,1,10,0,Churn
3,3,3,4,3,4,3,3,3,0,0,Churn
2,2,2,3,4,5,5,5,5,0,0,Not churn
2,5,2,4,4,1,1,2,1,0,0,Churn
2,5,5,2,4,2,2,2,2,16,2,Churn
3,3,3,4,4,5,5,5,5,0,0,Not churn
2,5,2,5,4,3,3,2,3,0,0,Churn
2,5,2,1,2,1,4,2,5,0,0,Churn
1,2,3,4,3,4,2,3,3,0,0,Churn
3,3,3,1,3,1,4,4,3,5,11,Churn
1,1,1,5,1,5,4,4,5,0,0,Churn
4,5,5,3,3,4,4,3,4,0,0,Churn
1,5,1,5,1,5,2,4,3,0,0,Churn
2,5,2,5,2,5,2,4,2,0,0,Churn
3,3,3,5,4,3,3,3,3,0,0,Churn
3,4,3,1,3,1,3,3,5,5,0,Churn
4,2,4,2,4,2,3,2,3,15,12,Not churn
2,4,5,1,3,2,2,2,2,23,26,Churn
4,4,4,2,4,5,5,5,5,0,0,Not churn
3,3,3,4,3,4,3,4,4,0,0,Churn
1,1,0,2,0,2,2,5,3,0,0,Churn
1,3,1,1,1,1,2,5,3,62,78,Churn
3,4,3,3,3,3,3,4,5,0,0,Churn
3,3,3,3,3,3,2,3,5,0,0,Churn
4,3,4,3,4,3,1,2,4,0,0,Churn
3,3,3,3,3,3,4,3,3,56,49,Churn
5,5,5,4,5,5,5,5,5,0,0,Not churn
2,5,3,2,3,2,3,3,4,0,21,Churn
5,1,1,2,1,5,5,5,5,0,0,Not churn
3,3,3,2,4,5,5,5,5,0,0,Not churn
2,4,3,3,3,3,4,2,4,0,11,Churn
1,3,1,4,1,4,3,2,1,0,0,Churn
3,5,3,5,4,2,2,3,2,0,0,Churn
1,1,1,2,1,2,1,4,2,1,5,Churn
3,4,3,3,3,3,2,2,4,1,0,Churn
0,0,0,1,0,1,5,5,4,0,0,Not churn
0,4,0,4,4,5,5,5,5,0,0,Not churn
2,2,2,4,2,4,3,2,4,93,91,Churn
4,5,4,4,5,4,4,4,4,46,45,Not churn
4,0,4,5,4,5,4,2,5,0,0,Not churn
1,0,0,3,0,3,5,5,5,62,55,Churn
3,2,2,3,2,3,1,2,4,0,0,Churn
1,1,1,4,1,4,3,2,3,7,0,Churn
3,4,3,3,3,3,4,2,5,0,0,Churn
3,4,4,3,3,3,3,4,3,0,0,Churn
5,5,5,4,4,4,5,4,4,0,0,Not churn
1,4,1,4,4,4,4,1,4,29,25,Churn
2,2,2,4,2,4,4,3,3,10,6,Churn
2,2,2,2,3,5,5,2,5,8,3,Churn
2,3,2,3,2,3,4,4,4,13,12,Churn
3,4,3,3,3,3,2,1,5,0,0,Churn
4,2,1,4,4,4,5,3,2,0,0,Not churn
4,4,4,4,4,4,4,5,5,29,49,Churn
5,5,5,4,4,4,4,4,4,0,0,Not churn
3,0,3,2,3,2,3,3,4,29,22,Churn
4,4,4,4,3,5,5,5,5,17,25,Not churn
5,4,4,5,5,5,4,2,2,0,0,Not churn
4,3,3,4,4,4,4,5,5,34,35,Not churn
4,3,4,3,4,3,3,2,2,0,0,Not churn
4,4,4,3,5,5,5,5,5,0,0,Not churn
3,2,2,3,2,3,3,3,3,0,10,Churn
1,1,1,1,1,1,3,2,5,0,0,Churn
3,5,3,2,3,2,5,5,5,0,0,Churn
2,4,2,1,2,1,4,1,1,0,0,Churn
3,3,3,1,3,1,2,4,4,73,66,Churn
3,5,3,4,5,3,3,3,3,0,0,Churn
4,4,4,2,5,4,4,5,4,0,0,Not churn
3,3,3,5,3,5,4,2,5,7,5,Churn
2,2,2,4,2,4,5,2,4,60,47,Churn
3,4,3,3,2,3,3,2,3,0,2,Churn
2,2,2,2,2,2,3,4,5,14,39,Churn
5,0,5,5,3,4,5,4,4,154,149,Not churn
